[run number],vaccination-rate,removal-rate,claim-rate,number-people,duration,bite-rate,infectiousness,chance-recover,[step],count turtles with [ sick? ],count turtles with [ exposed? ],count turtles with [ immune? ],count turtles,peak-sick,total-infected-ever,total-removed,total-claimed,total-died
2433,80,60,50,100,3,73,74,1,156,0,0,70,167,3,3,0,0,0
2430,80,40,50,200,3,73,74,1,156,0,2,110,151,6,112,82,39,43
2438,80,60,50,100,3,73,74,1,156,0,0,65,92,5,33,62,23,39
2435,80,60,50,100,3,73,74,1,156,0,0,80,168,3,8,0,0,0
2434,80,60,50,100,3,73,74,1,156,0,0,79,171,4,9,0,0,0
2436,80,60,50,100,3,73,74,1,156,0,0,95,191,3,6,0,0,0
2437,80,60,50,100,3,73,74,1,156,0,0,75,174,3,3,0,0,0
2439,80,60,50,100,3,73,74,1,156,0,0,60,141,4,12,0,0,0
2440,80,60,50,100,3,73,74,1,156,0,0,69,164,3,6,0,0,0
2441,80,60,50,100,3,73,74,1,156,0,0,88,181,3,17,0,0,0
2443,80,60,50,100,3,73,74,1,156,0,0,86,187,3,4,0,0,0
2444,80,60,50,100,3,73,74,1,156,0,0,76,173,4,5,0,0,0
2445,80,60,50,100,3,73,74,1,156,1,5,55,105,4,51,0,0,0
2447,80,60,50,100,3,73,74,1,156,0,0,63,158,3,3,0,0,0
2442,80,60,50,100,3,73,74,1,156,0,0,96,203,4,4,0,0,0
2446,80,60,50,100,3,73,74,1,156,0,0,65,154,3,3,0,0,0
2449,80,60,50,100,3,73,74,1,156,0,0,62,136,3,14,0,0,0
2450,80,60,50,100,3,73,74,1,156,0,0,87,181,3,6,0,0,0
2448,80,60,50,100,3,73,74,1,156,0,0,104,212,3,5,0,0,0
2452,80,60,50,100,3,73,74,1,156,0,0,58,145,4,15,0,0,0
2451,80,60,50,100,3,73,74,1,156,0,0,83,172,3,5,0,0,0
2455,80,60,50,100,3,73,74,1,156,0,0,78,158,3,13,0,0,0
2454,80,60,50,100,3,73,74,1,156,0,0,81,175,3,5,0,0,0
2453,80,60,50,100,3,73,74,1,156,0,0,71,159,3,11,0,0,0
2460,80,60,50,100,3,73,74,1,156,0,0,45,61,6,60,53,25,28
2457,80,60,50,100,3,73,74,1,156,0,0,69,168,3,3,0,0,0
2459,80,60,50,100,3,73,74,1,156,0,0,88,178,3,5,0,0,0
2458,80,60,50,100,3,73,74,1,156,0,0,101,188,4,7,0,0,0
2456,80,60,50,100,3,73,74,1,156,0,0,110,215,3,5,0,0,0
2463,80,60,50,150,3,73,74,1,156,0,0,78,116,6,60,82,39,43
2461,80,60,50,150,3,73,74,1,156,0,0,112,166,4,15,89,41,48
2464,80,60,50,150,3,73,74,1,156,0,0,90,141,5,40,94,41,53
2462,80,60,50,150,3,73,74,1,156,0,0,114,248,3,5,0,0,0
2466,80,60,50,150,3,73,74,1,156,0,0,95,140,6,34,97,44,53
2469,80,60,50,150,3,73,74,1,156,0,0,91,125,6,61,96,44,52
2470,80,60,50,150,3,73,74,1,156,0,0,75,170,6,54,0,0,0
2465,80,60,50,150,3,73,74,1,156,0,0,113,241,4,17,0,0,0
2467,80,60,50,150,3,73,74,1,156,0,0,114,245,3,3,0,0,0
2473,80,60,50,150,3,73,74,1,156,0,0,85,120,6,45,91,38,53
2468,80,60,50,150,3,73,74,1,156,0,0,92,218,4,16,0,0,0
2472,80,60,50,150,3,73,74,1,156,0,0,85,138,6,43,91,37,54
2471,80,60,50,150,3,73,74,1,156,0,0,102,131,6,61,104,47,57
2475,80,60,50,150,3,73,74,1,156,0,0,77,116,5,55,89,41,48
2474,80,60,50,150,3,73,74,1,156,0,0,115,251,3,4,0,0,0
2478,80,60,50,150,3,73,74,1,156,0,0,118,177,5,33,104,44,60
2476,80,60,50,150,3,73,74,1,156,0,0,155,279,3,5,0,0,0
2477,80,60,50,150,3,73,74,1,156,0,0,110,254,3,6,0,0,0
2481,80,60,50,150,3,73,74,1,156,0,0,84,118,6,68,95,40,55
2484,80,60,50,150,3,73,74,1,156,0,0,103,154,5,19,92,38,54
2483,80,60,50,150,3,73,74,1,156,0,0,93,123,6,68,97,40,57
2482,80,60,50,150,3,73,74,1,156,0,0,115,239,4,8,0,0,0
2486,80,60,50,150,3,73,74,1,156,0,0,112,164,6,25,99,44,55
2480,80,60,50,150,3,73,74,1,156,0,0,116,261,3,4,0,0,0
2479,80,60,50,150,3,73,74,1,156,0,0,143,280,3,3,0,0,0
2485,80,60,50,150,3,73,74,1,156,0,0,111,239,4,24,0,0,0
2487,80,60,50,150,3,73,74,1,156,1,1,83,130,6,109,0,0,0
2489,80,60,50,150,3,73,74,1,156,0,0,110,149,6,49,94,46,48
2488,80,60,50,150,3,73,74,1,156,0,0,121,250,3,12,0,0,0
2490,80,60,50,150,3,73,74,1,156,0,0,96,226,3,11,0,0,0
2491,80,60,50,200,3,73,74,1,156,0,0,102,151,8,52,127,53,74
2494,80,60,50,200,3,73,74,1,156,0,0,141,203,6,52,130,55,75
2492,80,60,50,200,3,73,74,1,156,0,0,162,239,6,43,123,61,62
2495,80,60,50,200,3,73,74,1,156,0,0,141,206,5,38,129,54,75
2496,80,60,50,200,3,73,74,1,156,0,0,135,188,6,57,129,58,71
2497,80,60,50,200,3,73,74,1,156,0,0,126,172,6,63,123,46,77
2498,80,60,50,200,3,73,74,1,156,0,0,126,188,6,41,128,58,70
2493,80,60,50,200,3,73,74,1,156,0,0,117,299,3,3,0,0,0
2499,80,60,50,200,3,73,74,1,156,0,0,142,219,6,33,118,55,63
2500,80,60,50,200,3,73,74,1,156,0,0,179,251,4,28,122,65,57
2503,80,60,50,200,3,73,74,1,156,0,0,119,187,6,28,120,44,76
2502,80,60,50,200,3,73,74,1,156,1,1,153,200,5,60,127,64,63
2501,80,60,50,200,3,73,74,1,156,1,6,149,184,5,85,128,56,72
2504,80,60,50,200,3,73,74,1,156,0,0,134,210,6,29,123,53,70
2507,80,60,50,200,3,73,74,1,156,0,0,140,212,5,18,119,57,62
2506,80,60,50,200,3,73,74,1,156,0,0,148,224,6,45,120,55,65
2508,80,60,50,200,3,73,74,1,156,0,0,150,230,6,31,124,57,67
2505,80,60,50,200,3,73,74,1,156,0,0,150,218,6,47,126,65,61
2509,80,60,50,200,3,73,74,1,156,0,0,166,221,6,47,125,64,61
2510,80,60,50,200,3,73,74,1,156,0,0,114,183,4,44,145,57,88
2511,80,60,50,200,3,73,74,1,156,0,0,140,212,6,25,121,55,66
2514,80,60,50,200,3,73,74,1,156,0,0,130,194,6,56,126,56,70
2513,80,60,50,200,3,73,74,1,156,0,0,135,178,6,75,131,59,72
2516,80,60,50,200,3,73,74,1,156,0,0,126,178,5,54,121,59,62
2512,80,60,50,200,3,73,74,1,156,0,0,154,238,5,26,123,56,67
2517,80,60,50,200,3,73,74,1,156,0,0,117,179,6,59,113,58,55
2515,80,60,50,200,3,73,74,1,156,0,0,134,176,8,62,141,59,82
2521,80,80,50,100,3,73,74,1,156,0,0,55,135,6,21,0,0,0
2523,80,80,50,100,3,73,74,1,156,0,0,76,158,3,3,0,0,0
2522,80,80,50,100,3,73,74,1,156,0,0,75,168,3,5,0,0,0
2518,80,60,50,200,3,73,74,1,156,0,0,114,166,6,55,121,53,68
2520,80,60,50,200,3,73,74,1,156,0,0,143,201,6,44,122,56,66
2519,80,60,50,200,3,73,74,1,156,0,0,132,200,6,44,128,62,66
2528,80,80,50,100,3,73,74,1,156,0,0,73,89,4,39,80,36,44
2524,80,80,50,100,3,73,74,1,156,0,0,83,171,3,3,0,0,0
2526,80,80,50,100,3,73,74,1,156,0,0,80,174,3,7,0,0,0
2525,80,80,50,100,3,73,74,1,156,0,0,76,152,4,17,0,0,0
2527,80,80,50,100,3,73,74,1,156,0,0,93,180,3,12,0,0,0
2529,80,80,50,100,3,73,74,1,156,0,0,79,160,4,14,0,0,0
2530,80,80,50,100,3,73,74,1,156,0,0,74,176,3,8,0,0,0
2532,80,80,50,100,3,73,74,1,156,0,0,88,173,3,3,0,0,0
2531,80,80,50,100,3,73,74,1,156,0,0,95,182,3,6,0,0,0
2535,80,80,50,100,3,73,74,1,156,0,0,67,120,6,42,0,0,0
2533,80,80,50,100,3,73,74,1,156,0,0,81,158,3,18,0,0,0
2534,80,80,50,100,3,73,74,1,156,0,0,76,161,3,5,0,0,0
2537,80,80,50,100,3,73,74,1,156,0,0,51,133,3,6,0,0,0
2538,80,80,50,100,3,73,74,1,156,0,0,69,162,3,4,0,0,0
2539,80,80,50,100,3,73,74,1,156,0,0,84,173,4,5,0,0,0
2536,80,80,50,100,3,73,74,1,156,0,0,84,176,3,3,0,0,0
2540,80,80,50,100,3,73,74,1,156,0,0,73,169,3,9,0,0,0
2541,80,80,50,100,3,73,74,1,156,0,0,105,205,3,7,0,0,0
2544,80,80,50,100,3,73,74,1,156,0,0,40,46,6,59,60,22,38
2542,80,80,50,100,3,73,74,1,156,0,0,60,151,4,8,0,0,0
2546,80,80,50,100,3,73,74,1,156,0,0,56,130,3,12,0,0,0
2547,80,80,50,100,3,73,74,1,156,0,0,82,175,3,3,0,0,0
2543,80,80,50,100,3,73,74,1,156,0,0,83,173,3,3,0,0,0
2545,80,80,50,100,3,73,74,1,156,0,0,89,185,3,5,0,0,0
2548,80,80,50,100,3,73,74,1,156,0,0,69,142,3,12,0,0,0
2550,80,80,50,100,3,73,74,1,156,0,0,61,149,3,6,0,0,0
2549,80,80,50,100,3,73,74,1,156,0,0,72,153,4,21,0,0,0
2552,80,80,50,150,3,73,74,1,156,0,0,70,87,6,73,117,52,65
2556,80,80,50,150,3,73,74,1,156,0,0,100,130,6,45,126,57,69
2554,80,80,50,150,3,73,74,1,156,0,0,99,119,6,55,138,66,72
2557,80,80,50,150,3,73,74,1,156,0,0,91,120,6,46,130,56,74
2551,80,80,50,150,3,73,74,1,156,0,0,154,296,4,5,0,0,0
2553,80,80,50,150,3,73,74,1,156,0,0,100,243,3,5,0,0,0
2559,80,80,50,150,3,73,74,1,156,0,0,122,154,6,32,128,59,69
2561,80,80,50,150,3,73,74,1,156,0,0,99,119,6,46,117,54,63
2555,80,80,50,150,3,73,74,1,156,0,0,99,227,3,5,0,0,0
2558,80,80,50,150,3,73,74,1,156,0,0,114,237,3,7,0,0,0
2562,80,80,50,150,3,73,74,1,156,0,0,112,137,6,43,150,71,79
2560,80,80,50,150,3,73,74,1,156,0,0,135,289,3,4,0,0,0
2563,80,80,50,150,3,73,74,1,156,0,0,99,231,3,4,0,0,0
2569,80,80,50,150,3,73,74,1,156,0,0,89,114,6,42,117,44,73
2572,80,80,50,150,3,73,74,1,156,0,0,86,110,6,45,126,53,73
2568,80,80,50,150,3,73,74,1,156,0,0,97,230,3,14,0,0,0
2571,80,80,50,150,3,73,74,1,156,0,0,86,106,6,41,127,53,74
2565,80,80,50,150,3,73,74,1,156,0,0,121,258,3,5,0,0,0
2566,80,80,50,150,3,73,74,1,156,0,0,124,263,3,9,0,0,0
2564,80,80,50,150,3,73,74,1,156,0,0,151,287,3,3,0,0,0
2573,80,80,50,150,3,73,74,1,156,0,0,103,137,6,43,118,61,57
2567,80,80,50,150,3,73,74,1,156,0,0,138,268,4,9,0,0,0
2570,80,80,50,150,3,73,74,1,156,0,0,137,258,3,7,0,0,0
2576,80,80,50,150,3,73,74,1,156,0,0,118,143,5,43,142,68,74
2574,80,80,50,150,3,73,74,1,156,0,0,102,233,3,6,0,0,0
2579,80,80,50,150,3,73,74,1,156,0,0,70,93,6,48,118,46,72
2575,80,80,50,150,3,73,74,1,156,0,0,141,274,3,5,0,0,0
2578,80,80,50,150,3,73,74,1,156,0,0,80,99,6,59,133,54,79
2577,80,80,50,150,3,73,74,1,156,2,3,75,115,6,112,0,0,0
2580,80,80,50,150,3,73,74,1,156,0,0,113,144,6,37,126,69,57
2581,80,80,50,200,3,73,74,1,156,0,0,154,199,6,38,163,73,90
2582,80,80,50,200,3,73,74,1,156,0,0,112,145,6,78,146,74,72
2585,80,80,50,200,3,73,74,1,156,0,0,124,168,6,51,184,77,107
2586,80,80,50,200,3,73,74,1,156,0,0,142,192,6,29,165,85,80
2583,80,80,50,200,3,73,74,1,156,0,0,133,300,4,9,0,0,0
2588,80,80,50,200,3,73,74,1,156,0,0,110,151,5,27,157,66,91
2591,80,80,50,200,3,73,74,1,156,0,0,119,159,6,64,158,68,90
2587,80,80,50,200,3,73,74,1,156,0,0,165,197,6,31,171,85,86
2584,80,80,50,200,3,73,74,1,156,0,0,134,299,3,4,0,0,0
2590,80,80,50,200,3,73,74,1,156,0,0,109,136,6,86,154,67,87
2589,80,80,50,200,3,73,74,1,156,0,0,147,181,6,60,167,91,76
2592,80,80,50,200,3,73,74,1,156,0,0,155,199,6,37,170,78,92
2593,80,80,50,200,3,73,74,1,156,0,0,92,130,6,36,168,69,99
2595,80,80,50,200,3,73,74,1,156,0,0,157,189,6,18,169,78,91
2594,80,80,50,200,3,73,74,1,156,0,0,119,157,6,49,171,65,106
2596,80,80,50,200,3,73,74,1,156,0,0,134,170,6,40,154,71,83
2599,80,80,50,200,3,73,74,1,156,0,0,145,188,6,28,164,77,87
2597,80,80,50,200,3,73,74,1,156,0,0,137,175,5,30,170,74,96
2600,80,80,50,200,3,73,74,1,156,0,0,129,163,6,51,166,73,93
2602,80,80,50,200,3,73,74,1,156,0,0,132,173,6,28,162,75,87
2603,80,80,50,200,3,73,74,1,156,0,0,80,116,6,54,155,57,98
2598,80,80,50,200,3,73,74,1,156,0,0,158,212,3,23,169,82,87
2604,80,80,50,200,3,73,74,1,156,0,0,144,194,5,34,162,76,86
2606,80,80,50,200,3,73,74,1,156,0,0,143,201,5,26,158,79,79
2605,80,80,50,200,3,73,74,1,156,0,0,151,199,6,39,170,84,86
2607,80,80,50,200,3,73,74,1,156,0,0,135,177,6,47,162,79,83
2601,80,80,50,200,3,73,74,1,156,0,0,115,300,4,4,0,0,0
2615,80,90,50,100,3,73,74,1,156,0,0,75,85,6,23,83,39,44
2611,80,90,50,100,3,73,74,1,156,0,0,69,147,4,16,0,0,0
2609,80,80,50,200,3,73,74,1,156,0,0,122,162,5,38,156,74,82
2608,80,80,50,200,3,73,74,1,156,0,0,135,184,5,31,162,75,87
2613,80,90,50,100,3,73,74,1,156,0,0,78,170,4,7,0,0,0
2612,80,90,50,100,3,73,74,1,156,0,0,87,171,3,7,0,0,0
2614,80,90,50,100,3,73,74,1,156,0,0,79,167,3,12,0,0,0
2610,80,80,50,200,3,73,74,1,156,0,0,164,212,6,31,175,89,86
2616,80,90,50,100,3,73,74,1,156,0,0,91,188,3,3,0,0,0
2618,80,90,50,100,3,73,74,1,156,0,0,74,165,3,4,0,0,0
2617,80,90,50,100,3,73,74,1,156,0,0,84,183,3,3,0,0,0
2620,80,90,50,100,3,73,74,1,156,0,0,72,158,3,4,0,0,0
2619,80,90,50,100,3,73,74,1,156,0,0,63,135,3,5,0,0,0
2623,80,90,50,100,3,73,74,1,156,0,0,75,168,3,6,0,0,0
2622,80,90,50,100,3,73,74,1,156,0,0,74,161,3,9,0,0,0
2621,80,90,50,100,3,73,74,1,156,0,0,95,192,3,3,0,0,0
2625,80,90,50,100,3,73,74,1,156,0,0,76,168,3,5,0,0,0
2624,80,90,50,100,3,73,74,1,156,0,0,86,185,3,10,0,0,0
2627,80,90,50,100,3,73,74,1,156,0,0,104,192,4,10,0,0,0
2628,80,90,50,100,3,73,74,1,156,0,0,60,143,3,3,0,0,0
2626,80,90,50,100,3,73,74,1,156,0,0,78,159,3,9,0,0,0
2633,80,90,50,100,3,73,74,1,156,0,0,70,153,3,3,0,0,0
2630,80,90,50,100,3,73,74,1,156,0,0,68,157,3,5,0,0,0
2629,80,90,50,100,3,73,74,1,156,0,0,82,176,3,8,0,0,0
2631,80,90,50,100,3,73,74,1,156,0,0,69,158,3,6,0,0,0
2635,80,90,50,100,3,73,74,1,156,0,0,59,138,3,5,0,0,0
2634,80,90,50,100,3,73,74,1,156,0,0,92,191,3,5,0,0,0
2636,80,90,50,100,3,73,74,1,156,1,1,63,107,6,70,0,0,0
2632,80,90,50,100,3,73,74,1,156,0,0,102,197,3,7,0,0,0
2637,80,90,50,100,3,73,74,1,156,1,4,78,107,5,69,0,0,0
2638,80,90,50,100,3,73,74,1,156,0,0,85,186,3,8,0,0,0
2639,80,90,50,100,3,73,74,1,156,0,0,67,148,3,4,0,0,0
2643,80,90,50,150,3,73,74,1,156,0,0,56,67,6,48,123,42,81
2640,80,90,50,100,3,73,74,1,156,0,0,87,181,4,5,0,0,0
2645,80,90,50,150,3,73,74,1,156,0,0,93,113,6,53,123,60,63
2647,80,90,50,150,3,73,74,1,156,0,0,94,119,5,29,137,57,80
2646,80,90,50,150,3,73,74,1,156,0,0,105,126,5,36,144,67,77
2644,80,90,50,150,3,73,74,1,156,0,0,94,109,6,38,150,73,77
2648,80,90,50,150,3,73,74,1,156,0,0,95,107,6,60,140,62,78
2641,80,90,50,150,3,73,74,1,156,0,0,132,277,3,4,0,0,0
2642,80,90,50,150,3,73,74,1,156,0,0,108,250,3,6,0,0,0
2650,80,90,50,150,3,73,74,1,156,0,0,102,121,5,24,139,59,80
2651,80,90,50,150,3,73,74,1,156,0,0,78,88,6,71,134,55,79
2649,80,90,50,150,3,73,74,1,156,0,0,128,272,3,3,0,0,0
2653,80,90,50,150,3,73,74,1,156,0,0,101,118,6,62,136,67,69
2654,80,90,50,150,3,73,74,1,156,0,0,102,123,6,48,151,78,73
2655,80,90,50,150,3,73,74,1,156,0,0,89,98,5,70,141,70,71
2660,80,90,50,150,3,73,74,1,156,0,0,61,73,6,54,121,48,73
2659,80,90,50,150,3,73,74,1,156,0,0,84,104,5,34,139,59,80
2656,80,90,50,150,3,73,74,1,156,0,0,120,258,3,3,0,0,0
2652,80,90,50,150,3,73,74,1,156,0,0,139,278,3,7,0,0,0
2662,80,90,50,150,3,73,74,1,156,0,0,78,88,6,43,122,51,71
2661,80,90,50,150,3,73,74,1,156,0,0,113,138,6,25,151,69,82
2657,80,90,50,150,3,73,74,1,156,0,0,144,300,3,3,0,0,0
2658,80,90,50,150,3,73,74,1,156,0,0,138,281,4,6,0,0,0
2663,80,90,50,150,3,73,74,1,156,0,0,70,83,6,62,147,57,90
2664,80,90,50,150,3,73,74,1,156,0,0,83,97,5,42,150,60,90
2666,80,90,50,150,3,73,74,1,156,0,0,72,87,6,65,117,52,65
2667,80,90,50,150,3,73,74,1,156,0,0,139,172,5,28,138,65,73
2670,80,90,50,150,3,73,74,1,156,0,0,109,129,4,18,136,66,70
2668,80,90,50,150,3,73,74,1,156,0,0,103,115,5,79,148,71,77
2665,80,90,50,150,3,73,74,1,156,0,0,135,288,3,3,0,0,0
2671,80,90,50,200,3,73,74,1,156,0,0,127,148,6,46,197,80,117
2672,80,90,50,200,3,73,74,1,156,0,0,148,175,5,35,191,89,102
2674,80,90,50,200,3,73,74,1,156,0,0,137,169,6,25,186,81,105
2669,80,90,50,150,3,73,74,1,156,0,0,128,262,3,4,0,0,0
2673,80,90,50,200,3,73,74,1,156,0,0,135,160,6,38,194,86,108
2676,80,90,50,200,3,73,74,1,156,0,0,153,195,6,30,179,102,77
2675,80,90,50,200,3,73,74,1,156,0,0,143,174,6,37,194,93,101
2678,80,90,50,200,3,73,74,1,156,0,0,121,149,6,57,188,84,104
2680,80,90,50,200,3,73,74,1,156,0,0,149,181,6,39,192,100,92
2681,80,90,50,200,3,73,74,1,156,0,0,150,178,6,50,199,93,106
2677,80,90,50,200,3,73,74,1,156,0,0,138,300,3,6,0,0,0
2683,80,90,50,200,3,73,74,1,156,0,0,151,191,5,23,183,79,104
2682,80,90,50,200,3,73,74,1,156,0,0,136,163,6,42,183,88,95
2686,80,90,50,200,3,73,74,1,156,0,0,137,167,6,29,175,82,93
2687,80,90,50,200,3,73,74,1,156,0,0,139,178,6,25,194,89,105
2679,80,90,50,200,3,73,74,1,156,0,0,130,299,3,5,0,0,0
2688,80,90,50,200,3,73,74,1,156,0,0,135,161,5,43,191,87,104
2690,80,90,50,200,3,73,74,1,156,0,0,118,150,6,44,180,84,96
2684,80,90,50,200,3,73,74,1,156,0,0,118,300,4,4,0,0,0
2685,80,90,50,200,3,73,74,1,156,0,0,137,300,3,4,0,0,0
2692,80,90,50,200,3,73,74,1,156,0,0,125,150,6,42,186,88,98
2689,80,90,50,200,3,73,74,1,156,0,0,120,300,3,3,0,0,0
2695,80,90,50,200,3,73,74,1,156,0,0,107,136,6,48,176,75,101
2691,80,90,50,200,3,73,74,1,156,0,0,163,198,6,49,200,93,107
2694,80,90,50,200,3,73,74,1,156,0,0,149,180,6,52,181,93,88
2696,80,90,50,200,3,73,74,1,156,0,0,151,184,6,23,193,96,97
2693,80,90,50,200,3,73,74,1,156,0,0,124,300,3,6,0,0,0
2697,80,90,50,200,3,73,74,1,156,0,0,137,169,6,45,189,81,108
2701,90,0,50,100,3,73,74,1,156,0,0,105,199,3,3,0,0,0
2699,80,90,50,200,3,73,74,1,156,0,0,140,164,5,44,186,86,100
2702,90,0,50,100,3,73,74,1,156,0,0,98,174,3,5,0,0,0
2700,80,90,50,200,3,73,74,1,156,0,0,149,186,6,28,179,92,87
2704,90,0,50,100,3,73,74,1,156,0,0,88,163,3,3,0,0,0
2705,90,0,50,100,3,73,74,1,156,0,0,101,184,3,3,0,0,0
2703,90,0,50,100,3,73,74,1,156,0,0,103,181,3,5,0,0,0
2706,90,0,50,100,3,73,74,1,156,0,0,112,192,3,4,0,0,0
2698,80,90,50,200,3,73,74,1,156,0,0,137,299,3,4,0,0,0
2708,90,0,50,100,3,73,74,1,156,0,0,100,179,3,5,0,0,0
2707,90,0,50,100,3,73,74,1,156,0,0,119,204,3,6,0,0,0
2709,90,0,50,100,3,73,74,1,156,0,0,92,173,3,3,0,0,0
2710,90,0,50,100,3,73,74,1,156,0,0,103,185,3,4,0,0,0
2711,90,0,50,100,3,73,74,1,156,0,0,88,178,3,4,0,0,0
2712,90,0,50,100,3,73,74,1,156,0,0,112,186,3,3,0,0,0
2713,90,0,50,100,3,73,74,1,156,0,0,123,214,3,3,0,0,0
2715,90,0,50,100,3,73,74,1,156,0,0,91,169,3,3,0,0,0
2717,90,0,50,100,3,73,74,1,156,0,0,103,190,3,5,0,0,0
2714,90,0,50,100,3,73,74,1,156,0,0,108,191,3,3,0,0,0
2716,90,0,50,100,3,73,74,1,156,0,0,93,188,3,3,0,0,0
2718,90,0,50,100,3,73,74,1,156,0,0,101,184,3,4,0,0,0
2719,90,0,50,100,3,73,74,1,156,0,0,98,179,3,4,0,0,0
2720,90,0,50,100,3,73,74,1,156,0,0,93,164,3,5,0,0,0
2723,90,0,50,100,3,73,74,1,156,0,0,84,165,3,4,0,0,0
2722,90,0,50,100,3,73,74,1,156,0,0,101,178,3,4,0,0,0
2721,90,0,50,100,3,73,74,1,156,0,0,106,190,3,5,0,0,0
2724,90,0,50,100,3,73,74,1,156,0,0,69,144,3,3,0,0,0
2725,90,0,50,100,3,73,74,1,156,0,0,104,182,3,6,0,0,0
2727,90,0,50,100,3,73,74,1,156,0,0,126,205,3,3,0,0,0
2728,90,0,50,100,3,73,74,1,156,0,0,100,171,3,3,0,0,0
2726,90,0,50,100,3,73,74,1,156,0,0,126,213,3,6,0,0,0
2729,90,0,50,100,3,73,74,1,156,0,0,83,156,3,4,0,0,0
2730,90,0,50,100,3,73,74,1,156,0,0,83,179,3,4,0,0,0
2731,90,0,50,150,3,73,74,1,156,0,0,102,175,6,53,0,0,0
2736,90,0,50,150,3,73,74,1,156,8,5,91,118,10,120,0,0,0
2732,90,0,50,150,3,73,74,1,156,0,0,115,234,4,5,0,0,0
2735,90,0,50,150,3,73,74,1,156,0,0,142,266,3,8,0,0,0
2733,90,0,50,150,3,73,74,1,156,0,0,163,280,3,4,0,0,0
2740,90,0,50,150,3,73,74,1,156,0,0,92,127,9,102,0,0,0
2737,90,0,50,150,3,73,74,1,156,1,3,115,158,6,102,0,0,0
2734,90,0,50,150,3,73,74,1,156,0,0,137,278,3,3,0,0,0
2738,90,0,50,150,3,73,74,1,156,0,0,129,247,3,3,0,0,0
2739,90,0,50,150,3,73,74,1,156,0,0,95,216,3,4,0,0,0
2741,90,0,50,150,3,73,74,1,156,0,0,136,265,3,4,0,0,0
2742,90,0,50,150,3,73,74,1,156,0,0,137,266,3,4,0,0,0
2743,90,0,50,150,3,73,74,1,156,0,0,167,284,3,4,0,0,0
2744,90,0,50,150,3,73,74,1,156,0,0,135,247,3,5,0,0,0
2745,90,0,50,150,3,73,74,1,156,0,0,123,239,3,4,0,0,0
2746,90,0,50,150,3,73,74,1,156,0,0,98,207,4,15,0,0,0
2748,90,0,50,150,3,73,74,1,156,0,0,104,215,4,5,0,0,0
2751,90,0,50,150,3,73,74,1,156,0,0,130,250,4,5,0,0,0
2747,90,0,50,150,3,73,74,1,156,0,0,114,224,4,23,0,0,0
2749,90,0,50,150,3,73,74,1,156,0,0,103,224,3,3,0,0,0
2752,90,0,50,150,3,73,74,1,156,0,0,134,249,3,4,0,0,0
2750,90,0,50,150,3,73,74,1,156,0,0,160,300,3,3,0,0,0
2754,90,0,50,150,3,73,74,1,156,0,0,111,228,3,3,0,0,0
2753,90,0,50,150,3,73,74,1,156,0,0,145,279,3,5,0,0,0
2756,90,0,50,150,3,73,74,1,156,0,0,101,136,16,104,0,0,0
2755,90,0,50,150,3,73,74,1,156,0,0,133,255,4,4,0,0,0
2757,90,0,50,150,3,73,74,1,156,0,0,134,261,3,4,0,0,0
2760,90,0,50,150,3,73,74,1,156,1,4,84,104,8,131,0,0,0
2759,90,0,50,150,3,73,74,1,156,0,0,118,241,3,6,0,0,0
2758,90,0,50,150,3,73,74,1,156,0,0,118,238,4,14,0,0,0
2761,90,0,50,200,3,73,74,1,156,4,4,130,168,12,162,0,0,0
2762,90,0,50,200,3,73,74,1,156,6,5,134,176,8,135,0,0,0
2763,90,0,50,200,3,73,74,1,156,2,3,160,184,20,174,0,0,0
2764,90,0,50,200,3,73,74,1,156,0,0,150,300,3,5,0,0,0
2765,90,0,50,200,3,73,74,1,156,6,8,130,167,9,155,0,0,0
2766,90,0,50,200,3,73,74,1,156,3,2,107,148,12,150,0,0,0
2768,90,0,50,200,3,73,74,1,156,1,2,151,220,15,110,0,0,0
2767,90,0,50,200,3,73,74,1,156,0,0,142,300,3,5,0,0,0
2770,90,0,50,200,3,73,74,1,156,1,3,123,169,16,149,0,0,0
2771,90,0,50,200,3,73,74,1,156,0,1,126,160,20,144,0,0,0
2774,90,0,50,200,3,73,74,1,156,1,1,108,140,10,148,0,0,0
2769,90,0,50,200,3,73,74,1,156,0,0,132,300,3,9,0,0,0
2772,90,0,50,200,3,73,74,1,156,0,0,137,299,3,4,0,0,0
2773,90,0,50,200,3,73,74,1,156,0,0,142,300,3,4,0,0,0
2776,90,0,50,200,3,73,74,1,156,10,8,124,165,10,161,0,0,0
2775,90,0,50,200,3,73,74,1,156,0,0,158,228,12,116,0,0,0
2778,90,0,50,200,3,73,74,1,156,0,0,135,168,18,145,0,0,0
2777,90,0,50,200,3,73,74,1,156,2,2,158,206,11,143,0,0,0
2779,90,0,50,200,3,73,74,1,156,0,0,133,300,3,4,0,0,0
2780,90,0,50,200,3,73,74,1,156,0,0,146,189,15,136,0,0,0
2781,90,0,50,200,3,73,74,1,156,0,0,133,299,3,4,0,0,0
2783,90,0,50,200,3,73,74,1,156,0,0,125,180,14,132,0,0,0
2782,90,0,50,200,3,73,74,1,156,0,0,140,300,3,6,0,0,0
2784,90,0,50,200,3,73,74,1,156,0,0,134,300,3,3,0,0,0
2786,90,0,50,200,3,73,74,1,156,0,0,176,263,12,95,0,0,0
2785,90,0,50,200,3,73,74,1,156,0,0,148,300,3,3,0,0,0
