[run number],vaccination-rate,removal-rate,claim-rate,number-people,duration,bite-rate,infectiousness,chance-recover,[step],count turtles with [ sick? ],count turtles with [ exposed? ],count turtles with [ immune? ],count turtles,peak-sick,total-infected-ever,total-removed,total-claimed,total-died
828,20,60,50,100,3,73,74,1,156,0,0,29,87,5,36,60,24,36
832,20,60,50,100,3,73,74,1,156,0,0,19,55,6,37,57,19,38
831,20,60,50,100,3,73,74,1,156,0,0,27,64,6,49,53,21,32
830,20,60,50,100,3,73,74,1,156,0,0,27,79,5,29,59,24,35
833,20,60,50,100,3,73,74,1,156,0,0,27,72,7,39,56,28,28
836,20,60,50,100,3,73,74,1,156,0,0,28,62,6,51,54,18,36
834,20,60,50,100,3,73,74,1,156,0,0,38,103,5,29,59,28,31
835,20,60,50,100,3,73,74,1,156,0,0,24,79,6,23,58,21,37
838,20,60,50,100,3,73,74,1,156,0,0,22,53,8,45,55,16,39
837,20,60,50,100,3,73,74,1,156,0,0,29,76,6,56,51,15,36
840,20,60,50,100,3,73,74,1,156,0,0,18,39,6,52,55,19,36
839,20,60,50,100,3,73,74,1,156,0,0,21,69,6,38,58,18,40
842,20,60,50,150,3,73,74,1,156,0,0,31,73,9,73,87,33,54
843,20,60,50,150,3,73,74,1,156,0,0,36,81,10,76,89,36,53
841,20,60,50,150,3,73,74,1,156,0,0,47,119,6,41,89,41,48
845,20,60,50,150,3,73,74,1,156,0,0,40,108,5,66,88,29,59
846,20,60,50,150,3,73,74,1,156,0,0,38,80,10,67,92,40,52
847,20,60,50,150,3,73,74,1,156,0,0,41,94,8,69,91,39,52
844,20,60,50,150,3,73,74,1,156,0,0,42,136,6,49,88,30,58
848,20,60,50,150,3,73,74,1,156,0,0,40,67,9,77,89,43,46
849,20,60,50,150,3,73,74,1,156,0,0,45,116,10,64,89,41,48
851,20,60,50,150,3,73,74,1,156,0,0,36,95,8,55,89,34,55
850,20,60,50,150,3,73,74,1,156,0,0,53,117,9,78,91,40,51
852,20,60,50,150,3,73,74,1,156,0,0,38,132,8,57,91,29,62
855,20,60,50,150,3,73,74,1,156,0,0,38,62,6,88,86,32,54
853,20,60,50,150,3,73,74,1,156,0,0,32,63,7,78,88,28,60
854,20,60,50,150,3,73,74,1,156,0,0,49,85,5,70,88,39,49
856,20,60,50,150,3,73,74,1,156,0,0,45,108,7,72,88,31,57
859,20,60,50,150,3,73,74,1,156,0,0,37,77,5,69,92,29,63
857,20,60,50,150,3,73,74,1,156,3,2,54,96,6,83,91,43,48
858,20,60,50,150,3,73,74,1,156,0,0,32,55,4,81,89,32,57
860,20,60,50,150,3,73,74,1,156,0,0,50,96,7,64,89,36,53
863,20,60,50,150,3,73,74,1,156,0,0,45,68,8,99,89,37,52
861,20,60,50,150,3,73,74,1,156,0,0,51,97,10,63,92,49,43
862,20,60,50,150,3,73,74,1,156,0,0,48,79,9,68,89,39,50
864,20,60,50,150,3,73,74,1,156,0,0,37,80,6,75,91,40,51
866,20,60,50,150,3,73,74,1,156,0,0,39,83,6,77,91,38,53
867,20,60,50,150,3,73,74,1,156,0,0,45,106,8,53,90,38,52
868,20,60,50,150,3,73,74,1,156,0,0,38,85,8,81,87,35,52
865,20,60,50,150,3,73,74,1,156,0,0,48,138,6,43,91,38,53
869,20,60,50,150,3,73,74,1,156,0,0,45,110,9,63,88,40,48
871,20,60,50,200,3,73,74,1,156,0,0,48,86,13,109,119,46,73
870,20,60,50,150,3,73,74,1,156,0,0,44,116,9,60,91,35,56
872,20,60,50,200,3,73,74,1,156,0,0,53,98,12,106,120,52,68
3,0,0,50,100,3,73,74,1,156,0,0,0,6,22,104,0,0,0
873,20,60,50,200,3,73,74,1,156,0,0,57,109,8,98,118,55,63
874,20,60,50,200,3,73,74,1,156,0,0,56,101,11,99,118,48,70
875,20,60,50,200,3,73,74,1,156,0,0,61,107,12,115,120,57,63
878,20,60,50,200,3,73,74,1,156,0,0,47,109,12,103,121,38,83
876,20,60,50,200,3,73,74,1,156,0,0,52,116,16,99,120,57,63
877,20,60,50,200,3,73,74,1,156,2,2,51,71,8,141,119,49,70
880,20,60,50,200,3,73,74,1,156,1,3,50,81,10,117,118,54,64
882,20,60,50,200,3,73,74,1,156,0,0,55,87,11,105,119,45,74
881,20,60,50,200,3,73,74,1,156,0,0,58,137,9,78,121,47,74
879,20,60,50,200,3,73,74,1,156,0,0,61,153,10,85,118,57,61
883,20,60,50,200,3,73,74,1,156,0,0,64,129,14,70,121,46,75
886,20,60,50,200,3,73,74,1,156,0,0,55,132,9,86,121,49,72
885,20,60,50,200,3,73,74,1,156,0,0,64,146,8,70,119,45,74
887,20,60,50,200,3,73,74,1,156,0,0,59,128,11,90,120,59,61
888,20,60,50,200,3,73,74,1,156,0,0,58,142,7,67,121,50,71
889,20,60,50,200,3,73,74,1,156,0,0,49,116,13,102,119,44,75
891,20,60,50,200,3,73,74,1,156,0,0,41,81,13,95,118,43,75
890,20,60,50,200,3,73,74,1,156,0,0,51,105,15,96,119,43,76
893,20,60,50,200,3,73,74,1,156,1,1,62,92,8,107,121,53,68
892,20,60,50,200,3,73,74,1,156,0,0,60,119,9,91,116,52,64
894,20,60,50,200,3,73,74,1,156,0,0,54,103,13,109,121,53,68
895,20,60,50,200,3,73,74,1,156,0,0,47,92,9,105,118,40,78
901,20,80,50,100,3,73,74,1,156,0,0,24,54,5,33,77,22,55
896,20,60,50,200,3,73,74,1,156,0,0,47,101,10,100,121,51,70
897,20,60,50,200,3,73,74,1,156,0,0,52,124,9,72,121,45,76
902,20,80,50,100,3,73,74,1,156,0,0,35,79,6,37,86,33,53
898,20,60,50,200,3,73,74,1,156,0,0,59,141,10,82,120,47,73
884,20,60,50,200,3,73,74,1,156,0,0,42,98,13,88,118,47,71
899,20,60,50,200,3,73,74,1,156,0,0,53,109,9,98,117,48,69
903,20,80,50,100,3,73,74,1,156,0,0,31,58,6,30,73,31,42
900,20,60,50,200,3,73,74,1,156,0,0,52,89,12,98,122,45,77
904,20,80,50,100,3,73,74,1,156,0,0,31,71,6,54,70,24,46
905,20,80,50,100,3,73,74,1,156,0,0,31,60,6,36,70,28,42
906,20,80,50,100,3,73,74,1,156,0,0,42,75,6,44,90,39,51
907,20,80,50,100,3,73,74,1,156,0,0,31,71,6,31,74,28,46
908,20,80,50,100,3,73,74,1,156,0,0,25,72,6,25,77,27,50
909,20,80,50,100,3,73,74,1,156,0,0,32,71,5,28,75,26,49
911,20,80,50,100,3,73,74,1,156,0,0,32,76,4,27,79,27,52
910,20,80,50,100,3,73,74,1,156,0,0,33,73,6,29,77,32,45
913,20,80,50,100,3,73,74,1,156,0,0,35,77,5,27,74,32,42
914,20,80,50,100,3,73,74,1,156,0,0,42,84,5,22,81,33,48
915,20,80,50,100,3,73,74,1,156,0,0,41,74,6,30,71,29,42
916,20,80,50,100,3,73,74,1,156,0,0,31,67,5,31,78,29,49
917,20,80,50,100,3,73,74,1,156,0,0,34,93,6,24,78,31,47
918,20,80,50,100,3,73,74,1,156,0,0,29,54,6,45,72,29,43
912,20,80,50,100,3,73,74,1,156,0,0,22,72,6,23,78,28,50
919,20,80,50,100,3,73,74,1,156,0,0,28,62,6,36,76,29,47
921,20,80,50,100,3,73,74,1,156,0,0,32,61,6,41,81,30,51
922,20,80,50,100,3,73,74,1,156,0,0,31,81,5,30,80,34,46
920,20,80,50,100,3,73,74,1,156,0,0,27,74,5,29,75,31,44
924,20,80,50,100,3,73,74,1,156,0,0,30,63,4,53,72,29,43
923,20,80,50,100,3,73,74,1,156,0,0,36,76,6,25,78,29,49
925,20,80,50,100,3,73,74,1,156,0,0,39,88,5,30,79,36,43
926,20,80,50,100,3,73,74,1,156,0,0,33,75,5,38,63,25,38
927,20,80,50,100,3,73,74,1,156,0,0,36,83,5,29,78,31,47
929,20,80,50,100,3,73,74,1,156,0,0,40,72,6,39,66,34,32
928,20,80,50,100,3,73,74,1,156,0,0,35,72,6,38,69,30,39
930,20,80,50,100,3,73,74,1,156,0,0,28,48,5,31,75,28,47
933,20,80,50,150,3,73,74,1,156,0,0,43,103,5,41,117,49,68
931,20,80,50,150,3,73,74,1,156,0,0,56,126,6,33,125,57,68
934,20,80,50,150,3,73,74,1,156,0,0,42,105,5,40,118,44,74
936,20,80,50,150,3,73,74,1,156,0,0,48,110,6,43,121,46,75
935,20,80,50,150,3,73,74,1,156,0,0,56,109,6,50,122,53,69
932,20,80,50,150,3,73,74,1,156,0,0,55,117,4,35,117,54,63
937,20,80,50,150,3,73,74,1,156,0,0,57,123,6,47,112,46,66
938,20,80,50,150,3,73,74,1,156,0,0,53,121,5,34,115,53,62
939,20,80,50,150,3,73,74,1,156,0,0,44,109,6,35,114,52,62
941,20,80,50,150,3,73,74,1,156,0,0,67,137,5,33,119,55,64
942,20,80,50,150,3,73,74,1,156,0,0,53,89,6,58,119,53,66
940,20,80,50,150,3,73,74,1,156,0,0,72,158,5,34,123,64,59
943,20,80,50,150,3,73,74,1,156,0,0,48,112,5,58,120,44,76
944,20,80,50,150,3,73,74,1,156,0,0,45,73,5,53,113,48,65
948,20,80,50,150,3,73,74,1,156,0,0,46,93,6,44,121,43,78
945,20,80,50,150,3,73,74,1,156,0,0,46,87,6,57,117,47,70
947,20,80,50,150,3,73,74,1,156,0,0,48,115,6,44,118,42,76
946,20,80,50,150,3,73,74,1,156,0,0,50,123,6,26,118,52,66
951,20,80,50,150,3,73,74,1,156,0,0,52,116,4,26,124,48,76
950,20,80,50,150,3,73,74,1,156,0,0,43,98,6,46,121,50,71
949,20,80,50,150,3,73,74,1,156,0,0,66,116,4,46,118,54,64
952,20,80,50,150,3,73,74,1,156,0,0,43,99,6,36,117,44,73
954,20,80,50,150,3,73,74,1,156,0,0,43,76,6,79,114,41,73
955,20,80,50,150,3,73,74,1,156,0,0,37,89,5,41,121,41,80
953,20,80,50,150,3,73,74,1,156,0,0,49,120,6,44,114,47,67
956,20,80,50,150,3,73,74,1,156,0,0,42,101,6,61,116,43,73
958,20,80,50,150,3,73,74,1,156,0,0,55,125,5,29,116,53,63
957,20,80,50,150,3,73,74,1,156,0,0,65,132,6,28,119,55,64
959,20,80,50,150,3,73,74,1,156,0,0,49,97,6,55,114,45,69
960,20,80,50,150,3,73,74,1,156,0,0,54,127,5,21,119,46,73
961,20,80,50,200,3,73,74,1,156,0,0,59,145,8,60,155,61,94
963,20,80,50,200,3,73,74,1,156,0,0,66,130,6,61,160,69,91
964,20,80,50,200,3,73,74,1,156,0,0,72,154,6,47,165,73,92
962,20,80,50,200,3,73,74,1,156,0,0,56,156,5,62,162,52,110
966,20,80,50,200,3,73,74,1,156,0,0,58,127,7,60,155,64,91
965,20,80,50,200,3,73,74,1,156,0,0,69,172,6,34,158,63,95
970,20,80,50,200,3,73,74,1,156,0,0,74,120,6,89,162,71,91
969,20,80,50,200,3,73,74,1,156,0,0,66,169,6,37,162,71,91
971,20,80,50,200,3,73,74,1,156,0,0,69,141,5,56,161,75,86
968,20,80,50,200,3,73,74,1,156,0,0,84,174,5,52,159,75,84
967,20,80,50,200,3,73,74,1,156,0,0,88,185,6,63,159,67,92
972,20,80,50,200,3,73,74,1,156,0,0,83,192,6,37,159,74,85
973,20,80,50,200,3,73,74,1,156,0,0,61,158,5,52,158,66,92
975,20,80,50,200,3,73,74,1,156,0,0,64,140,6,61,160,64,96
974,20,80,50,200,3,73,74,1,156,0,0,64,156,6,51,158,63,95
976,20,80,50,200,3,73,74,1,156,0,0,61,137,6,47,163,73,90
977,20,80,50,200,3,73,74,1,156,0,0,62,157,6,53,162,55,107
978,20,80,50,200,3,73,74,1,156,0,0,73,147,7,69,160,66,94
979,20,80,50,200,3,73,74,1,156,0,0,55,135,6,58,156,57,99
981,20,80,50,200,3,73,74,1,156,0,0,68,133,5,53,162,73,89
980,20,80,50,200,3,73,74,1,156,0,0,82,158,4,60,162,78,84
982,20,80,50,200,3,73,74,1,156,7,7,72,119,7,120,162,69,93
983,20,80,50,200,3,73,74,1,156,0,0,68,133,6,56,162,75,87
985,20,80,50,200,3,73,74,1,156,0,0,70,156,7,44,165,67,98
991,20,90,50,100,3,73,74,1,156,0,0,35,65,5,37,83,32,51
984,20,80,50,200,3,73,74,1,156,0,0,73,179,5,42,156,65,91
992,20,90,50,100,3,73,74,1,156,0,0,29,60,6,29,83,33,50
987,20,80,50,200,3,73,74,1,156,0,0,83,162,6,63,161,66,95
989,20,80,50,200,3,73,74,1,156,0,0,60,149,6,59,160,55,105
986,20,80,50,200,3,73,74,1,156,0,0,81,165,5,51,160,69,91
988,20,80,50,200,3,73,74,1,156,2,4,73,103,7,105,162,67,95
993,20,90,50,100,3,73,74,1,156,0,0,31,66,6,39,86,31,55
990,20,80,50,200,3,73,74,1,156,0,0,73,137,8,77,162,64,98
994,20,90,50,100,3,73,74,1,156,0,0,40,81,5,33,86,34,52
995,20,90,50,100,3,73,74,1,156,0,0,34,63,5,27,83,34,49
996,20,90,50,100,3,73,74,1,156,0,0,35,78,4,25,86,33,53
999,20,90,50,100,3,73,74,1,156,0,0,25,57,6,30,77,28,49
1000,20,90,50,100,3,73,74,1,156,0,0,36,64,5,28,88,34,54
1001,20,90,50,100,3,73,74,1,156,0,0,43,86,6,31,91,37,54
998,20,90,50,100,3,73,74,1,156,0,0,37,82,4,29,91,29,62
997,20,90,50,100,3,73,74,1,156,0,0,38,81,4,30,90,37,53
1002,20,90,50,100,3,73,74,1,156,0,0,45,90,5,29,87,38,49
1005,20,90,50,100,3,73,74,1,156,0,0,38,73,6,30,85,35,50
1004,20,90,50,100,3,73,74,1,156,0,0,32,67,5,27,85,35,50
1003,20,90,50,100,3,73,74,1,156,0,0,40,77,6,19,95,41,54
1006,20,90,50,100,3,73,74,1,156,0,0,43,80,6,32,85,42,43
1007,20,90,50,100,3,73,74,1,156,0,0,31,48,6,44,80,31,49
1011,20,90,50,100,3,73,74,1,156,0,0,32,63,6,30,86,28,58
1008,20,90,50,100,3,73,74,1,156,0,0,22,37,5,50,71,22,49
1009,20,90,50,100,3,73,74,1,156,0,0,43,80,6,27,87,41,46
1010,20,90,50,100,3,73,74,1,156,0,0,30,68,5,24,88,25,63
1012,20,90,50,100,3,73,74,1,156,0,0,35,64,5,29,87,33,54
1015,20,90,50,100,3,73,74,1,156,0,0,36,75,5,17,86,38,48
1013,20,90,50,100,3,73,74,1,156,0,0,36,73,6,28,85,35,50
1017,20,90,50,100,3,73,74,1,156,0,0,34,64,5,31,79,31,48
1018,20,90,50,100,3,73,74,1,156,0,0,27,56,6,44,82,32,50
1014,20,90,50,100,3,73,74,1,156,0,0,49,104,5,21,90,44,46
1016,20,90,50,100,3,73,74,1,156,0,0,44,85,6,22,92,43,49
1020,20,90,50,100,3,73,74,1,156,0,0,32,61,5,26,82,26,56
1019,20,90,50,100,3,73,74,1,156,0,0,38,108,5,23,87,37,50
1022,20,90,50,150,3,73,74,1,156,0,0,44,100,6,24,138,52,86
1023,20,90,50,150,3,73,74,1,156,0,0,50,113,5,35,132,61,71
1024,20,90,50,150,3,73,74,1,156,0,0,71,123,6,30,139,59,80
1021,20,90,50,150,3,73,74,1,156,0,0,65,115,5,27,134,59,75
1025,20,90,50,150,3,73,74,1,156,0,0,54,102,5,41,130,53,77
1026,20,90,50,150,3,73,74,1,156,0,0,51,118,6,31,134,42,92
1027,20,90,50,150,3,73,74,1,156,0,0,54,105,6,43,133,45,88
1030,20,90,50,150,3,73,74,1,156,0,0,42,101,6,50,130,50,80
1028,20,90,50,150,3,73,74,1,156,0,0,50,108,5,27,136,52,84
1031,20,90,50,150,3,73,74,1,156,0,0,57,113,4,30,143,66,77
1029,20,90,50,150,3,73,74,1,156,0,0,56,142,6,33,133,59,74
1032,20,90,50,150,3,73,74,1,156,0,0,61,109,4,31,131,55,76
1034,20,90,50,150,3,73,74,1,156,0,0,44,89,6,41,130,48,82
1033,20,90,50,150,3,73,74,1,156,0,0,49,113,6,32,131,56,75
1035,20,90,50,150,3,73,74,1,156,0,0,54,107,6,41,134,55,79
1036,20,90,50,150,3,73,74,1,156,0,0,42,98,6,41,131,40,91
1041,20,90,50,150,3,73,74,1,156,0,0,41,97,6,47,131,41,90
1037,20,90,50,150,3,73,74,1,156,0,0,72,141,5,24,136,68,68
1039,20,90,50,150,3,73,74,1,156,0,0,59,116,6,48,135,47,88
1040,20,90,50,150,3,73,74,1,156,0,0,56,106,6,36,138,55,83
1042,20,90,50,150,3,73,74,1,156,0,0,52,117,4,32,132,52,80
1038,20,90,50,150,3,73,74,1,156,0,0,59,132,5,32,133,53,80
1043,20,90,50,150,3,73,74,1,156,0,0,52,126,4,28,134,58,76
1045,20,90,50,150,3,73,74,1,156,0,0,61,120,4,34,138,63,75
1046,20,90,50,150,3,73,74,1,156,0,0,60,119,6,24,133,62,71
1047,20,90,50,150,3,73,74,1,156,0,0,65,121,6,38,141,61,80
1048,20,90,50,150,3,73,74,1,156,0,0,64,132,3,25,135,61,74
1049,20,90,50,150,3,73,74,1,156,0,0,60,117,4,20,133,67,66
1050,20,90,50,150,3,73,74,1,156,0,0,51,103,4,31,137,57,80
1044,20,90,50,150,3,73,74,1,156,0,0,60,125,6,26,140,56,84
1051,20,90,50,200,3,73,74,1,156,0,0,67,129,6,49,183,62,121
1053,20,90,50,200,3,73,74,1,156,0,0,86,167,6,36,178,86,92
1052,20,90,50,200,3,73,74,1,156,0,0,69,150,4,41,181,78,103
1054,20,90,50,200,3,73,74,1,156,0,0,79,165,5,30,184,78,106
1055,20,90,50,200,3,73,74,1,156,0,0,65,140,5,35,183,74,109
1057,20,90,50,200,3,73,74,1,156,0,0,61,133,6,51,175,61,114
1056,20,90,50,200,3,73,74,1,156,0,0,79,154,5,46,177,82,95
1060,20,90,50,200,3,73,74,1,156,0,0,67,146,6,45,185,71,114
1058,20,90,50,200,3,73,74,1,156,0,0,75,150,6,47,185,70,115
1062,20,90,50,200,3,73,74,1,156,0,0,63,116,6,46,180,64,116
1059,20,90,50,200,3,73,74,1,156,0,0,90,169,4,37,181,85,96
1061,20,90,50,200,3,73,74,1,156,0,0,83,164,3,43,188,82,106
1063,20,90,50,200,3,73,74,1,156,0,0,78,152,4,32,183,82,101
1064,20,90,50,200,3,73,74,1,156,0,0,85,160,5,36,181,72,109
1066,20,90,50,200,3,73,74,1,156,0,0,78,158,5,24,183,78,105
1065,20,90,50,200,3,73,74,1,156,0,0,86,179,6,41,178,90,88
1068,20,90,50,200,3,73,74,1,156,0,0,76,166,6,42,186,77,109
1067,20,90,50,200,3,73,74,1,156,0,0,73,154,5,43,181,71,110
1069,20,90,50,200,3,73,74,1,156,0,0,78,139,3,25,185,85,100
1071,20,90,50,200,3,73,74,1,156,0,0,64,123,6,54,178,73,105
1070,20,90,50,200,3,73,74,1,156,0,0,79,159,6,31,181,87,94
1073,20,90,50,200,3,73,74,1,156,0,0,81,149,4,37,178,69,109
1072,20,90,50,200,3,73,74,1,156,0,0,79,166,5,36,181,78,103
1076,20,90,50,200,3,73,74,1,156,0,0,75,132,6,60,179,67,112
1074,20,90,50,200,3,73,74,1,156,0,0,81,185,5,35,178,79,99
1075,20,90,50,200,3,73,74,1,156,0,0,83,184,4,28,179,85,94
1077,20,90,50,200,3,73,74,1,156,0,0,87,121,6,81,182,81,101
1083,40,0,50,100,3,73,74,1,156,0,0,28,85,6,54,0,0,0
1081,40,0,50,100,3,73,74,1,156,2,1,21,48,9,104,0,0,0
1079,20,90,50,200,3,73,74,1,156,0,0,65,129,5,52,176,65,111
1082,40,0,50,100,3,73,74,1,156,0,0,22,62,6,85,0,0,0
1078,20,90,50,200,3,73,74,1,156,0,0,81,167,5,38,181,82,99
1085,40,0,50,100,3,73,74,1,156,0,0,27,76,7,67,0,0,0
1084,40,0,50,100,3,73,74,1,156,0,0,24,82,9,66,0,0,0
1086,40,0,50,100,3,73,74,1,156,0,0,15,68,7,62,0,0,0
1080,20,90,50,200,3,73,74,1,156,0,0,73,148,6,46,179,69,110
1087,40,0,50,100,3,73,74,1,156,0,0,24,65,7,65,0,0,0
1092,40,0,50,100,3,73,74,1,156,0,0,6,37,14,81,0,0,0
1088,40,0,50,100,3,73,74,1,156,0,0,18,56,7,71,0,0,0
1090,40,0,50,100,3,73,74,1,156,1,2,30,70,8,86,0,0,0
1089,40,0,50,100,3,73,74,1,156,0,0,25,65,12,77,0,0,0
1093,40,0,50,100,3,73,74,1,156,0,0,19,96,6,38,0,0,0
1095,40,0,50,100,3,73,74,1,156,0,1,11,39,6,78,0,0,0
1094,40,0,50,100,3,73,74,1,156,0,0,16,38,8,97,0,0,0
1091,40,0,50,100,3,73,74,1,156,0,0,39,184,4,6,0,0,0
1097,40,0,50,100,3,73,74,1,156,1,2,17,54,8,89,0,0,0
1098,40,0,50,100,3,73,74,1,156,0,0,14,62,8,51,0,0,0
1096,40,0,50,100,3,73,74,1,156,0,0,26,62,11,89,0,0,0
1100,40,0,50,100,3,73,74,1,156,0,0,19,48,9,79,0,0,0
1099,40,0,50,100,3,73,74,1,156,0,0,17,60,9,74,0,0,0
1101,40,0,50,100,3,73,74,1,156,0,0,18,65,12,80,0,0,0
1102,40,0,50,100,3,73,74,1,156,0,0,17,65,8,72,0,0,0
1103,40,0,50,100,3,73,74,1,156,0,0,17,41,8,101,0,0,0
1104,40,0,50,100,3,73,74,1,156,0,0,17,56,11,67,0,0,0
1107,40,0,50,100,3,73,74,1,156,0,0,12,58,12,68,0,0,0
1108,40,0,50,100,3,73,74,1,156,0,0,27,82,7,65,0,0,0
1110,40,0,50,100,3,73,74,1,156,0,0,16,49,10,83,0,0,0
1105,40,0,50,100,3,73,74,1,156,0,0,25,71,9,77,0,0,0
1109,40,0,50,100,3,73,74,1,156,0,0,27,63,7,73,0,0,0
1111,40,0,50,150,3,73,74,1,156,0,0,31,84,19,120,0,0,0
1112,40,0,50,150,3,73,74,1,156,0,0,16,61,14,119,0,0,0
1113,40,0,50,150,3,73,74,1,156,0,0,20,88,15,107,0,0,0
1114,40,0,50,150,3,73,74,1,156,0,0,31,107,22,103,0,0,0
1106,40,0,50,100,3,73,74,1,156,0,0,47,198,3,4,0,0,0
1117,40,0,50,150,3,73,74,1,156,0,0,15,70,18,119,0,0,0
1116,40,0,50,150,3,73,74,1,156,0,0,28,77,18,126,0,0,0
1115,40,0,50,150,3,73,74,1,156,0,0,36,91,25,116,0,0,0
1120,40,0,50,150,3,73,74,1,156,0,0,25,62,22,131,0,0,0
1121,40,0,50,150,3,73,74,1,156,0,0,22,68,20,110,0,0,0
1118,40,0,50,150,3,73,74,1,156,0,0,33,88,17,121,0,0,0
1119,40,0,50,150,3,73,74,1,156,0,0,35,115,12,104,0,0,0
1122,40,0,50,150,3,73,74,1,156,0,0,28,87,13,110,0,0,0
1123,40,0,50,150,3,73,74,1,156,0,0,21,83,21,109,0,0,0
1124,40,0,50,150,3,73,74,1,156,0,0,29,103,17,108,0,0,0
1125,40,0,50,150,3,73,74,1,156,0,0,28,82,15,111,0,0,0
1126,40,0,50,150,3,73,74,1,156,0,0,27,93,18,106,0,0,0
1127,40,0,50,150,3,73,74,1,156,0,0,20,90,18,122,0,0,0
1128,40,0,50,150,3,73,74,1,156,0,0,24,99,15,86,0,0,0
1129,40,0,50,150,3,73,74,1,156,0,0,25,81,18,116,0,0,0
1130,40,0,50,150,3,73,74,1,156,0,0,27,84,22,116,0,0,0
1134,40,0,50,150,3,73,74,1,156,0,0,15,63,16,113,0,0,0
1133,40,0,50,150,3,73,74,1,156,0,0,22,68,21,133,0,0,0
1131,40,0,50,150,3,73,74,1,156,0,0,25,77,16,108,0,0,0
1132,40,0,50,150,3,73,74,1,156,0,0,33,76,18,129,0,0,0
1135,40,0,50,150,3,73,74,1,156,0,0,27,91,19,116,0,0,0
1136,40,0,50,150,3,73,74,1,156,0,0,21,83,22,106,0,0,0
1137,40,0,50,150,3,73,74,1,156,0,0,30,103,15,106,0,0,0
1140,40,0,50,150,3,73,74,1,156,0,0,25,71,23,110,0,0,0
1138,40,0,50,150,3,73,74,1,156,0,1,22,47,12,154,0,0,0
1139,40,0,50,150,3,73,74,1,156,0,0,33,95,23,116,0,0,0
1141,40,0,50,200,3,73,74,1,156,0,0,14,87,28,144,0,0,0
1146,40,0,50,200,3,73,74,1,156,0,0,27,92,35,162,0,0,0
1144,40,0,50,200,3,73,74,1,156,0,0,29,86,34,161,0,0,0
1143,40,0,50,200,3,73,74,1,156,0,0,26,113,26,134,0,0,0
1145,40,0,50,200,3,73,74,1,156,0,0,37,128,28,143,0,0,0
1147,40,0,50,200,3,73,74,1,156,0,0,35,118,29,145,0,0,0
1142,40,0,50,200,3,73,74,1,156,0,0,44,144,27,136,0,0,0
1148,40,0,50,200,3,73,74,1,156,0,0,33,107,26,145,0,0,0
1149,40,0,50,200,3,73,74,1,156,0,0,37,132,28,153,0,0,0
1150,40,0,50,200,3,73,74,1,156,0,0,29,93,32,153,0,0,0
1152,40,0,50,200,3,73,74,1,156,0,0,26,92,25,148,0,0,0
1151,40,0,50,200,3,73,74,1,156,0,0,37,132,31,137,0,0,0
1156,40,0,50,200,3,73,74,1,156,0,0,21,81,37,154,0,0,0
1153,40,0,50,200,3,73,74,1,156,0,0,38,118,30,159,0,0,0
1155,40,0,50,200,3,73,74,1,156,0,0,33,102,29,168,0,0,0
1154,40,0,50,200,3,73,74,1,156,0,0,33,98,24,149,0,0,0
1157,40,0,50,200,3,73,74,1,156,0,0,33,113,23,150,0,0,0
1158,40,0,50,200,3,73,74,1,156,0,0,40,137,35,139,0,0,0
1162,40,0,50,200,3,73,74,1,156,0,0,26,94,34,150,0,0,0
1160,40,0,50,200,3,73,74,1,156,0,0,32,102,28,144,0,0,0
1161,40,0,50,200,3,73,74,1,156,0,0,43,119,26,145,0,0,0
1163,40,0,50,200,3,73,74,1,156,0,0,35,100,21,150,0,0,0
1165,40,0,50,200,3,73,74,1,156,0,0,30,114,34,142,0,0,0
1168,40,0,50,200,3,73,74,1,156,0,0,24,98,26,148,0,0,0
1164,40,0,50,200,3,73,74,1,156,0,0,33,108,33,146,0,0,0
1167,40,0,50,200,3,73,74,1,156,0,0,28,111,23,138,0,0,0
1166,40,0,50,200,3,73,74,1,156,0,0,47,131,20,158,0,0,0
1171,40,20,50,100,3,73,74,1,156,0,0,31,98,9,58,19,4,15
1172,40,20,50,100,3,73,74,1,156,0,0,24,72,9,45,18,5,13
1173,40,20,50,100,3,73,74,1,156,0,0,23,62,8,74,18,7,11
1169,40,0,50,200,3,73,74,1,156,0,0,43,124,19,151,0,0,0
1174,40,20,50,100,3,73,74,1,156,0,0,16,46,6,66,19,5,14
1159,40,0,50,200,3,73,74,1,156,0,0,35,133,29,149,0,0,0
1170,40,0,50,200,3,73,74,1,156,5,4,36,70,24,210,0,0,0
1176,40,20,50,100,3,73,74,1,156,0,0,10,34,8,76,18,4,14
1175,40,20,50,100,3,73,74,1,156,0,0,32,86,6,44,20,8,12
1177,40,20,50,100,3,73,74,1,156,0,0,20,51,6,81,17,5,12
1179,40,20,50,100,3,73,74,1,156,0,0,19,60,7,55,18,8,10
1178,40,20,50,100,3,73,74,1,156,0,0,23,93,6,40,19,7,12
1181,40,20,50,100,3,73,74,1,156,0,0,26,73,7,63,19,5,14
1180,40,20,50,100,3,73,74,1,156,0,0,35,78,9,62,19,9,10
1182,40,20,50,100,3,73,74,1,156,0,0,22,84,6,47,20,9,11
1183,40,20,50,100,3,73,74,1,156,0,0,19,68,6,50,14,5,9
1186,40,20,50,100,3,73,74,1,156,0,0,25,50,8,74,19,13,6
1187,40,20,50,100,3,73,74,1,156,0,0,25,52,9,74,17,13,4
1185,40,20,50,100,3,73,74,1,156,0,0,23,52,9,67,19,8,11
1188,40,20,50,100,3,73,74,1,156,0,0,35,97,7,57,19,9,10
